We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 []}*\(] = [\(]}]: AB * CD = CDAB  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [']+''] = [}&]: EA + EE = BF  (r.len=2, sym=['A', 'B', 'E', 'F'], |sym|=4)
fact2 [[\*]]] = []][\]: GC * AA = AAGC  (r.len=4, sym=['A', 'C', 'G'], |sym|=3)
  R1584: concat(45,31) = 4531 -> D=5,C=4,A=3,B=1
  R1585: concat(46,31) = 4631 -> D=6,C=4,A=3,B=1
  R1586: concat(47,31) = 4731 -> D=7,C=4,A=3,B=1
  R1587: concat(48,31) = 4831 -> D=8,C=4,A=3,B=1
  R1588: concat(49,31) = 4931 -> D=9,C=4,A=3,B=1
  R1589: concat(50,31) = 5031 -> D=0,C=5,A=3,B=1
  R1590: concat(52,31) = 5231 -> D=2,C=5,A=3,B=1
  R1591: concat(54,31) = 5431 -> D=4,C=5,A=3,B=1
  R1592: concat(56,31) = 5631 -> D=6,C=5,A=3,B=1
  R1593: concat(57,31) = 5731 -> D=7,C=5,A=3,B=1
  R1594: concat(58,31) = 5831 -> D=8,C=5,A=3,B=1
  R1595: concat(59,31) = 5931 -> D=9,C=5,A=3,B=1
  R1596: concat(60,31) = 6031 -> D=0,C=6,A=3,B=1
  R1597: concat(62,31) = 6231 -> D=2,C=6,A=3,B=1
  R1598: concat(64,31) = 6431 -> D=4,C=6,A=3,B=1
  R1599: concat(65,31) = 6531 -> D=5,C=6,A=3,B=1
  R1600: concat(67,31) = 6731 -> D=7,C=6,A=3,B=1
  R1601: concat(68,31) = 6831 -> D=8,C=6,A=3,B=1
  R1602: concat(69,31) = 6931 -> D=9,C=6,A=3,B=1
  R1603: concat(70,31) = 7031 -> D=0,C=7,A=3,B=1
  R1604: concat(72,31) = 7231 -> D=2,C=7,A=3,B=1
  R1605: concat(74,31) = 7431 -> D=4,C=7,A=3,B=1
  R1606: concat(75,31) = 7531 -> D=5,C=7,A=3,B=1
  R1607: concat(76,31) = 7631 -> D=6,C=7,A=3,B=1
  R1608: concat(78,31) = 7831 -> D=8,C=7,A=3,B=1
  R1609: concat(79,31) = 7931 -> D=9,C=7,A=3,B=1
  R1610: concat(80,31) = 8031 -> D=0,C=8,A=3,B=1
  R1611: concat(82,31) = 8231 -> D=2,C=8,A=3,B=1
  R1612: concat(84,31) = 8431 -> D=4,C=8,A=3,B=1
  R1613: concat(85,31) = 8531 -> D=5,C=8,A=3,B=1
  R1614: concat(86,31) = 8631 -> D=6,C=8,A=3,B=1
  R1615: concat(87,31) = 8731 -> D=7,C=8,A=3,B=1
  R1616: concat(89,31) = 8931 -> D=9,C=8,A=3,B=1
  R1617: concat(90,31) = 9031 -> D=0,C=9,A=3,B=1
  R1618: concat(92,31) = 9231 -> D=2,C=9,A=3,B=1
  R1619: concat(94,31) = 9431 -> D=4,C=9,A=3,B=1
  R1620: concat(95,31) = 9531 -> D=5,C=9,A=3,B=1
  R1621: concat(96,31) = 9631 -> D=6,C=9,A=3,B=1
  R1622: concat(97,31) = 9731 -> D=7,C=9,A=3,B=1
  R1623: concat(98,31) = 9831 -> D=8,C=9,A=3,B=1
  R1624: concat(01,32) = 0132 -> D=1,C=0,A=3,B=2
  R1625: concat(04,32) = 0432 -> D=4,C=0,A=3,B=2
  R1626: concat(05,32) = 0532 -> D=5,C=0,A=3,B=2
  R1627: concat(06,32) = 0632 -> D=6,C=0,A=3,B=2
  R1628: concat(07,32) = 0732 -> D=7,C=0,A=3,B=2
  R1629: concat(08,32) = 0832 -> D=8,C=0,A=3,B=2
  R1630: concat(09,32) = 0932 -> D=9,C=0,A=3,B=2
  R1631: concat(10,32) = 1032 -> D=0,C=1,A=3,B=2
  R1632: concat(14,32) = 1432 -> D=4,C=1,A=3,B=2
  R1633: concat(15,32) = 1532 -> D=5,C=1,A=3,B=2
  R1634: concat(16,32) = 1632 -> D=6,C=1,A=3,B=2
  R1635: concat(17,32) = 1732 -> D=7,C=1,A=3,B=2
  R1636: concat(18,32) = 1832 -> D=8,C=1,A=3,B=2
  R1637: concat(19,32) = 1932 -> D=9,C=1,A=3,B=2
  R1638: concat(40,32) = 4032 -> D=0,C=4,A=3,B=2
  R1639: concat(41,32) = 4132 -> D=1,C=4,A=3,B=2
  R1640: concat(45,32) = 4532 -> D=5,C=4,A=3,B=2
  R1641: concat(46,32) = 4632 -> D=6,C=4,A=3,B=2
  R1642: concat(47,32) = 4732 -> D=7,C=4,A=3,B=2
  R1643: concat(48,32) = 4832 -> D=8,C=4,A=3,B=2
  R1644: concat(49,32) = 4932 -> D=9,C=4,A=3,B=2
  R1645: concat(50,32) = 5032 -> D=0,C=5,A=3,B=2
  R1646: concat(51,32) = 5132 -> D=1,C=5,A=3,B=2
  R1647: concat(54,32) = 5432 -> D=4,C=5,A=3,B=2
  R1648: concat(56,32) = 5632 -> D=6,C=5,A=3,B=2
  R1649: concat(57,32) = 5732 -> D=7,C=5,A=3,B=2
  R1650: concat(58,32) = 5832 -> D=8,C=5,A=3,B=2
  R1651: concat(59,32) = 5932 -> D=9,C=5,A=3,B=2
  R1652: concat(60,32) = 6032 -> D=0,C=6,A=3,B=2
  R1653: concat(61,32) = 6132 -> D=1,C=6,A=3,B=2
  R1654: concat(64,32) = 6432 -> D=4,C=6,A=3,B=2
  R1655: concat(65,32) = 6532 -> D=5,C=6,A=3,B=2
  R1656: concat(67,32) = 6732 -> D=7,C=6,A=3,B=2
  R1657: concat(68,32) = 6832 -> D=8,C=6,A=3,B=2
  R1658: concat(69,32) = 6932 -> D=9,C=6,A=3,B=2
  R1659: concat(70,32) = 7032 -> D=0,C=7,A=3,B=2
  R1660: concat(71,32) = 7132 -> D=1,C=7,A=3,B=2
  R1661: concat(74,32) = 7432 -> D=4,C=7,A=3,B=2
  R1662: concat(75,32) = 7532 -> D=5,C=7,A=3,B=2
  R1663: concat(76,32) = 7632 -> D=6,C=7,A=3,B=2
  R1664: concat(78,32) = 7832 -> D=8,C=7,A=3,B=2
  R1665: concat(79,32) = 7932 -> D=9,C=7,A=3,B=2
  R1666: concat(80,32) = 8032 -> D=0,C=8,A=3,B=2
  R1667: concat(81,32) = 8132 -> D=1,C=8,A=3,B=2
  R1668: concat(84,32) = 8432 -> D=4,C=8,A=3,B=2
  R1669: concat(85,32) = 8532 -> D=5,C=8,A=3,B=2
  R1670: concat(86,32) = 8632 -> D=6,C=8,A=3,B=2
  R1671: concat(87,32) = 8732 -> D=7,C=8,A=3,B=2
  R1672: concat(89,32) = 8932 -> D=9,C=8,A=3,B=2
  R1673: concat(90,32) = 9032 -> D=0,C=9,A=3,B=2
  R1674: concat(91,32) = 9132 -> D=1,C=9,A=3,B=2
  R1675: concat(94,32) = 9432 -> D=4,C=9,A=3,B=2
  R1676: concat(95,32) = 9532 -> D=5,C=9,A=3,B=2
  R1677: concat(96,32) = 9632 -> D=6,C=9,A=3,B=2
  R1678: concat(97,32) = 9732 -> D=7,C=9,A=3,B=2
  R1679: concat(98,32) = 9832 -> D=8,C=9,A=3,B=2
  R1680: concat(01,34) = 0134 -> D=1,C=0,A=3,B=4
  R1681: concat(02,34) = 0234 -> D=2,C=0,A=3,B=4
  R1682: concat(05,34) = 0534 -> D=5,C=0,A=3,B=4
  R1683: concat(06,34) = 0634 -> D=6,C=0,A=3,B=4
  R1684: concat(07,34) = 0734 -> D=7,C=0,A=3,B=4
  R1685: concat(08,34) = 0834 -> D=8,C=0,A=3,B=4
  R1686: concat(09,34) = 0934 -> D=9,C=0,A=3,B=4
  R1687: concat(10,34) = 1034 -> D=0,C=1,A=3,B=4
  R1688: concat(12,34) = 1234 -> D=2,C=1,A=3,B=4
  R1689: concat(15,34) = 1534 -> D=5,C=1,A=3,B=4
  R1690: concat(16,34) = 1634 -> D=6,C=1,A=3,B=4
  R1691: concat(17,34) = 1734 -> D=7,C=1,A=3,B=4
  R1692: concat(18,34) = 1834 -> D=8,C=1,A=3,B=4
  R1693: concat(19,34) = 1934 -> D=9,C=1,A=3,B=4
  R1694: concat(20,34) = 2034 -> D=0,C=2,A=3,B=4
  R1695: concat(21,34) = 2134 -> D=1,C=2,A=3,B=4
  R1696: concat(25,34) = 2534 -> D=5,C=2,A=3,B=4
  R1697: concat(26,34) = 2634 -> D=6,C=2,A=3,B=4
  R1698: concat(27,34) = 2734 -> D=7,C=2,A=3,B=4
  R1699: concat(28,34) = 2834 -> D=8,C=2,A=3,B=4
  R1700: concat(29,34) = 2934 -> D=9,C=2,A=3,B=4
  R1701: concat(50,34) = 5034 -> D=0,C=5,A=3,B=4
  R1702: concat(51,34) = 5134 -> D=1,C=5,A=3,B=4
  R1703: concat(52,34) = 5234 -> D=2,C=5,A=3,B=4
  R1704: concat(56,34) = 5634 -> D=6,C=5,A=3,B=4
  R1705: concat(57,34) = 5734 -> D=7,C=5,A=3,B=4
  R1706: concat(58,34) = 5834 -> D=8,C=5,A=3,B=4
  R1707: concat(59,34) = 5934 -> D=9,C=5,A=3,B=4
  R1708: concat(60,34) = 6034 -> D=0,C=6,A=3,B=4
  R1709: concat(61,34) = 6134 -> D=1,C=6,A=3,B=4
  R1710: concat(62,34) = 6234 -> D=2,C=6,A=3,B=4
  R1711: concat(65,34) = 6534 -> D=5,C=6,A=3,B=4
  R1712: concat(67,34) = 6734 -> D=7,C=6,A=3,B=4
  R1713: concat(68,34) = 6834 -> D=8,C=6,A=3,B=4
  R1714: concat(69,34) = 6934 -> D=9,C=6,A=3,B=4
  R1715: concat(70,34) = 7034 -> D=0,C=7,A=3,B=4
  R1716: concat(71,34) = 7134 -> D=1,C=7,A=3,B=4
  R1717: concat(72,34) = 7234 -> D=2,C=7,A=3,B=4
  R1718: concat(75,34) = 7534 -> D=5,C=7,A=3,B=4
  R1719: concat(76,34) = 7634 -> D=6,C=7,A=3,B=4
  R1720: concat(78,34) = 7834 -> D=8,C=7,A=3,B=4
  R1721: concat(79,34) = 7934 -> D=9,C=7,A=3,B=4
  R1722: concat(80,34) = 8034 -> D=0,C=8,A=3,B=4
  R1723: concat(81,34) = 8134 -> D=1,C=8,A=3,B=4
  R1724: concat(82,34) = 8234 -> D=2,C=8,A=3,B=4
  R1725: concat(85,34) = 8534 -> D=5,C=8,A=3,B=4
  R1726: concat(86,34) = 8634 -> D=6,C=8,A=3,B=4
  R1727: concat(87,34) = 8734 -> D=7,C=8,A=3,B=4
  R1728: concat(89,34) = 8934 -> D=9,C=8,A=3,B=4
  R1729: concat(90,34) = 9034 -> D=0,C=9,A=3,B=4
  R1730: concat(91,34) = 9134 -> D=1,C=9,A=3,B=4
  R1731: concat(92,34) = 9234 -> D=2,C=9,A=3,B=4
  R1732: concat(95,34) = 9534 -> D=5,C=9,A=3,B=4
  R1733: concat(96,34) = 9634 -> D=6,C=9,A=3,B=4
  R1734: concat(97,34) = 9734 -> D=7,C=9,A=3,B=4
  R1735: concat(98,34) = 9834 -> D=8,C=9,A=3,B=4
  R1736: concat(01,35) = 0135 -> D=1,C=0,A=3,B=5
  R1737: concat(02,35) = 0235 -> D=2,C=0,A=3,B=5
  R1738: concat(04,35) = 0435 -> D=4,C=0,A=3,B=5
  R1739: concat(06,35) = 0635 -> D=6,C=0,A=3,B=5
  R1740: concat(07,35) = 0735 -> D=7,C=0,A=3,B=5
  R1741: concat(08,35) = 0835 -> D=8,C=0,A=3,B=5
  R1742: concat(09,35) = 0935 -> D=9,C=0,A=3,B=5
  R1743: concat(10,35) = 1035 -> D=0,C=1,A=3,B=5
  R1744: concat(12,35) = 1235 -> D=2,C=1,A=3,B=5
  R1745: concat(14,35) = 1435 -> D=4,C=1,A=3,B=5
  R1746: concat(16,35) = 1635 -> D=6,C=1,A=3,B=5
  R1747: concat(17,35) = 1735 -> D=7,C=1,A=3,B=5
  R1748: concat(18,35) = 1835 -> D=8,C=1,A=3,B=5
  R1749: concat(19,35) = 1935 -> D=9,C=1,A=3,B=5
  R1750: concat(20,35) = 2035 -> D=0,C=2,A=3,B=5
  R1751: concat(21,35) = 2135 -> D=1,C=2,A=3,B=5
  R1752: concat(24,35) = 2435 -> D=4,C=2,A=3,B=5
  R1753: concat(26,35) = 2635 -> D=6,C=2,A=3,B=5
  R1754: concat(27,35) = 2735 -> D=7,C=2,A=3,B=5
  R1755: concat(28,35) = 2835 -> D=8,C=2,A=3,B=5
  R1756: concat(29,35) = 2935 -> D=9,C=2,A=3,B=5
  R1757: concat(40,35) = 4035 -> D=0,C=4,A=3,B=5
  R1758: concat(41,35) = 4135 -> D=1,C=4,A=3,B=5
  R1759: concat(42,35) = 4235 -> D=2,C=4,A=3,B=5
  R1760: concat(46,35) = 4635 -> D=6,C=4,A=3,B=5
  R1761: concat(47,35) = 4735 -> D=7,C=4,A=3,B=5
  R1762: concat(48,35) = 4835 -> D=8,C=4,A=3,B=5
  R1763: concat(49,35) = 4935 -> D=9,C=4,A=3,B=5
  R1764: concat(60,35) = 6035 -> D=0,C=6,A=3,B=5
  R1765: concat(61,35) = 6135 -> D=1,C=6,A=3,B=5
  R1766: concat(62,35) = 6235 -> D=2,C=6,A=3,B=5
  R1767: concat(64,35) = 6435 -> D=4,C=6,A=3,B=5
  R1768: concat(67,35) = 6735 -> D=7,C=6,A=3,B=5
  R1769: concat(68,35) = 6835 -> D=8,C=6,A=3,B=5
  R1770: concat(69,35) = 6935 -> D=9,C=6,A=3,B=5
  R1771: concat(70,35) = 7035 -> D=0,C=7,A=3,B=5
  R1772: concat(71,35) = 7135 -> D=1,C=7,A=3,B=5
  R1773: concat(72,35) = 7235 -> D=2,C=7,A=3,B=5
  R1774: concat(74,35) = 7435 -> D=4,C=7,A=3,B=5
  R1775: concat(76,35) = 7635 -> D=6,C=7,A=3,B=5
  R1776: concat(78,35) = 7835 -> D=8,C=7,A=3,B=5
  R1777: concat(79,35) = 7935 -> D=9,C=7,A=3,B=5
  R1778: concat(80,35) = 8035 -> D=0,C=8,A=3,B=5
  R1779: concat(81,35) = 8135 -> D=1,C=8,A=3,B=5
  R1780: concat(82,35) = 8235 -> D=2,C=8,A=3,B=5
  R1781: concat(84,35) = 8435 -> D=4,C=8,A=3,B=5
  R1782: concat(86,35) = 8635 -> D=6,C=8,A=3,B=5
  R1783: concat(87,35) = 8735 -> D=7,C=8,A=3,B=5
  R1784: concat(89,35) = 8935 -> D=9,C=8,A=3,B=5
  R1785: concat(90,35) = 9035 -> D=0,C=9,A=3,B=5
  R1786: concat(91,35) = 9135 -> D=1,C=9,A=3,B=5
  R1787: concat(92,35) = 9235 -> D=2,C=9,A=3,B=5
  R1788: concat(94,35) = 9435 -> D=4,C=9,A=3,B=5
  R1789: concat(96,35) = 9635 -> D=6,C=9,A=3,B=5
  R1790: concat(97,35) = 9735 -> D=7,C=9,A=3,B=5
  R1791: concat(98,35) = 9835 -> D=8,C=9,A=3,B=5
  R1792: concat(01,36) = 0136 -> D=1,C=0,A=3,B=6
  R1793: concat(02,36) = 0236 -> D=2,C=0,A=3,B=6
  R1794: concat(04,36) = 0436 -> D=4,C=0,A=3,B=6
  R1795: concat(05,36) = 0536 -> D=5,C=0,A=3,B=6
  R1796: concat(07,36) = 0736 -> D=7,C=0,A=3,B=6
  R1797: concat(08,36) = 0836 -> D=8,C=0,A=3,B=6
  R1798: concat(09,36) = 0936 -> D=9,C=0,A=3,B=6
  R1799: concat(10,36) = 1036 -> D=0,C=1,A=3,B=6
  R1800: concat(12,36) = 1236 -> D=2,C=1,A=3,B=6
  R1801: concat(14,36) = 1436 -> D=4,C=1,A=3,B=6
  R1802: concat(15,36) = 1536 -> D=5,C=1,A=3,B=6
  R1803: concat(17,36) = 1736 -> D=7,C=1,A=3,B=6
  R1804: concat(18,36) = 1836 -> D=8,C=1,A=3,B=6
  R1805: concat(19,36) = 1936 -> D=9,C=1,A=3,B=6
  R1806: concat(20,36) = 2036 -> D=0,C=2,A=3,B=6
  R1807: concat(21,36) = 2136 -> D=1,C=2,A=3,B=6
  R1808: concat(24,36) = 2436 -> D=4,C=2,A=3,B=6
  R1809: concat(25,36) = 2536 -> D=5,C=2,A=3,B=6
  R1810: concat(27,36) = 2736 -> D=7,C=2,A=3,B=6
  R1811: concat(28,36) = 2836 -> D=8,C=2,A=3,B=6
  R1812: concat(29,36) = 2936 -> D=9,C=2,A=3,B=6
  R1813: concat(40,36) = 4036 -> D=0,C=4,A=3,B=6
  R1814: concat(41,36) = 4136 -> D=1,C=4,A=3,B=6
  R1815: concat(42,36) = 4236 -> D=2,C=4,A=3,B=6
  R1816: concat(45,36) = 4536 -> D=5,C=4,A=3,B=6
  R1817: concat(47,36) = 4736 -> D=7,C=4,A=3,B=6
  R1818: concat(48,36) = 4836 -> D=8,C=4,A=3,B=6
  R1819: concat(49,36) = 4936 -> D=9,C=4,A=3,B=6
  R1820: concat(50,36) = 5036 -> D=0,C=5,A=3,B=6
  R1821: concat(51,36) = 5136 -> D=1,C=5,A=3,B=6
  R1822: concat(52,36) = 5236 -> D=2,C=5,A=3,B=6
  R1823: concat(54,36) = 5436 -> D=4,C=5,A=3,B=6
  R1824: concat(57,36) = 5736 -> D=7,C=5,A=3,B=6
  R1825: concat(58,36) = 5836 -> D=8,C=5,A=3,B=6
  R1826: concat(59,36) = 5936 -> D=9,C=5,A=3,B=6
  R1827: concat(70,36) = 7036 -> D=0,C=7,A=3,B=6
  R1828: concat(71,36) = 7136 -> D=1,C=7,A=3,B=6
  R1829: concat(72,36) = 7236 -> D=2,C=7,A=3,B=6
  R1830: concat(74,36) = 7436 -> D=4,C=7,A=3,B=6
  R1831: concat(75,36) = 7536 -> D=5,C=7,A=3,B=6
  R1832: concat(78,36) = 7836 -> D=8,C=7,A=3,B=6
  R1833: concat(79,36) = 7936 -> D=9,C=7,A=3,B=6
  R1834: concat(80,36) = 8036 -> D=0,C=8,A=3,B=6
  R1835: concat(81,36) = 8136 -> D=1,C=8,A=3,B=6
  R1836: concat(82,36) = 8236 -> D=2,C=8,A=3,B=6
  R1837: concat(84,36) = 8436 -> D=4,C=8,A=3,B=6
  R1838: concat(85,36) = 8536 -> D=5,C=8,A=3,B=6
  R1839: concat(87,36) = 8736 -> D=7,C=8,A=3,B=6
  R1840: concat(89,36) = 8936 -> D=9,C=8,A=3,B=6
  R1841: concat(90,36) = 9036 -> D=0,C=9,A=3,B=6
  R1842: concat(91,36) = 9136 -> D=1,C=9,A=3,B=6
  R1843: concat(92,36) = 9236 -> D=2,C=9,A=3,B=6
  R1844: concat(94,36) = 9436 -> D=4,C=9,A=3,B=6
  R1845: concat(95,36) = 9536 -> D=5,C=9,A=3,B=6
  R1846: concat(97,36) = 9736 -> D=7,C=9,A=3,B=6
  R1847: concat(98,36) = 9836 -> D=8,C=9,A=3,B=6
  R1848: concat(01,37) = 0137 -> D=1,C=0,A=3,B=7
  R1849: concat(02,37) = 0237 -> D=2,C=0,A=3,B=7
  R1850: concat(04,37) = 0437 -> D=4,C=0,A=3,B=7
  R1851: concat(05,37) = 0537 -> D=5,C=0,A=3,B=7
  R1852: concat(06,37) = 0637 -> D=6,C=0,A=3,B=7
  R1853: concat(08,37) = 0837 -> D=8,C=0,A=3,B=7
  R1854: concat(09,37) = 0937 -> D=9,C=0,A=3,B=7
  R1855: concat(10,37) = 1037 -> D=0,C=1,A=3,B=7
  R1856: concat(12,37) = 1237 -> D=2,C=1,A=3,B=7
  R1857: concat(14,37) = 1437 -> D=4,C=1,A=3,B=7
  R1858: concat(15,37) = 1537 -> D=5,C=1,A=3,B=7
  R1859: concat(16,37) = 1637 -> D=6,C=1,A=3,B=7
  R1860: concat(18,37) = 1837 -> D=8,C=1,A=3,B=7
  R1861: concat(19,37) = 1937 -> D=9,C=1,A=3,B=7
  R1862: concat(20,37) = 2037 -> D=0,C=2,A=3,B=7
  R1863: concat(21,37) = 2137 -> D=1,C=2,A=3,B=7
  R1864: concat(24,37) = 2437 -> D=4,C=2,A=3,B=7
  R1865: concat(25,37) = 2537 -> D=5,C=2,A=3,B=7
  R1866: concat(26,37) = 2637 -> D=6,C=2,A=3,B=7
  R1867: concat(28,37) = 2837 -> D=8,C=2,A=3,B=7
  R1868: concat(29,37) = 2937 -> D=9,C=2,A=3,B=7
  R1869: concat(40,37) = 4037 -> D=0,C=4,A=3,B=7
  R1870: concat(41,37) = 4137 -> D=1,C=4,A=3,B=7
  R1871: concat(42,37) = 4237 -> D=2,C=4,A=3,B=7
  R1872: concat(45,37) = 4537 -> D=5,C=4,A=3,B=7
  R1873: concat(46,37) = 4637 -> D=6,C=4,A=3,B=7
  R1874: concat(48,37) = 4837 -> D=8,C=4,A=3,B=7
  R1875: concat(49,37) = 4937 -> D=9,C=4,A=3,B=7
  R1876: concat(50,37) = 5037 -> D=0,C=5,A=3,B=7
  R1877: concat(51,37) = 5137 -> D=1,C=5,A=3,B=7
  R1878: concat(52,37) = 5237 -> D=2,C=5,A=3,B=7
  R1879: concat(54,37) = 5437 -> D=4,C=5,A=3,B=7
  R1880: concat(56,37) = 5637 -> D=6,C=5,A=3,B=7
  R1881: concat(58,37) = 5837 -> D=8,C=5,A=3,B=7
  R1882: concat(59,37) = 5937 -> D=9,C=5,A=3,B=7
  R1883: concat(60,37) = 6037 -> D=0,C=6,A=3,B=7
  R1884: concat(61,37) = 6137 -> D=1,C=6,A=3,B=7
  R1885: concat(62,37) = 6237 -> D=2,C=6,A=3,B=7
  R1886: concat(64,37) = 6437 -> D=4,C=6,A=3,B=7
  R1887: concat(65,37) = 6537 -> D=5,C=6,A=3,B=7
  R1888: concat(68,37) = 6837 -> D=8,C=6,A=3,B=7
  R1889: concat(69,37) = 6937 -> D=9,C=6,A=3,B=7
  R1890: concat(80,37) = 8037 -> D=0,C=8,A=3,B=7
  R1891: concat(81,37) = 8137 -> D=1,C=8,A=3,B=7
  R1892: concat(82,37) = 8237 -> D=2,C=8,A=3,B=7
  R1893: concat(84,37) = 8437 -> D=4,C=8,A=3,B=7
  R1894: concat(85,37) = 8537 -> D=5,C=8,A=3,B=7
  R1895: concat(86,37) = 8637 -> D=6,C=8,A=3,B=7
  R1896: concat(89,37) = 8937 -> D=9,C=8,A=3,B=7
  R1897: concat(90,37) = 9037 -> D=0,C=9,A=3,B=7
  R1898: concat(91,37) = 9137 -> D=1,C=9,A=3,B=7
  R1899: concat(92,37) = 9237 -> D=2,C=9,A=3,B=7
  R1900: concat(94,37) = 9437 -> D=4,C=9,A=3,B=7
  R1901: concat(95,37) = 9537 -> D=5,C=9,A=3,B=7
  R1902: concat(96,37) = 9637 -> D=6,C=9,A=3,B=7
  R1903: concat(98,37) = 9837 -> D=8,C=9,A=3,B=7
  R1904: concat(01,38) = 0138 -> D=1,C=0,A=3,B=8
  R1905: concat(02,38) = 0238 -> D=2,C=0,A=3,B=8
  R1906: concat(04,38) = 0438 -> D=4,C=0,A=3,B=8
  R1907: concat(05,38) = 0538 -> D=5,C=0,A=3,B=8
  R1908: concat(06,38) = 0638 -> D=6,C=0,A=3,B=8
  R1909: concat(07,38) = 0738 -> D=7,C=0,A=3,B=8
  R1910: concat(09,38) = 0938 -> D=9,C=0,A=3,B=8
  R1911: concat(10,38) = 1038 -> D=0,C=1,A=3,B=8
  R1912: concat(12,38) = 1238 -> D=2,C=1,A=3,B=8
  R1913: concat(14,38) = 1438 -> D=4,C=1,A=3,B=8
  R1914: concat(15,38) = 1538 -> D=5,C=1,A=3,B=8
  R1915: concat(16,38) = 1638 -> D=6,C=1,A=3,B=8
  R1916: concat(17,38) = 1738 -> D=7,C=1,A=3,B=8
  R1917: concat(19,38) = 1938 -> D=9,C=1,A=3,B=8
  R1918: concat(20,38) = 2038 -> D=0,C=2,A=3,B=8
  R1919: concat(21,38) = 2138 -> D=1,C=2,A=3,B=8
  R1920: concat(24,38) = 2438 -> D=4,C=2,A=3,B=8
  R1921: concat(25,38) = 2538 -> D=5,C=2,A=3,B=8
  R1922: concat(26,38) = 2638 -> D=6,C=2,A=3,B=8
  R1923: concat(27,38) = 2738 -> D=7,C=2,A=3,B=8
  R1924: concat(29,38) = 2938 -> D=9,C=2,A=3,B=8
  R1925: concat(40,38) = 4038 -> D=0,C=4,A=3,B=8
  R1926: concat(41,38) = 4138 -> D=1,C=4,A=3,B=8
  R1927: concat(42,38) = 4238 -> D=2,C=4,A=3,B=8
  R1928: concat(45,38) = 4538 -> D=5,C=4,A=3,B=8
  R1929: concat(46,38) = 4638 -> D=6,C=4,A=3,B=8
  R1930: concat(47,38) = 4738 -> D=7,C=4,A=3,B=8
  R1931: concat(49,38) = 4938 -> D=9,C=4,A=3,B=8
  R1932: concat(50,38) = 5038 -> D=0,C=5,A=3,B=8
  R1933: concat(51,38) = 5138 -> D=1,C=5,A=3,B=8
  R1934: concat(52,38) = 5238 -> D=2,C=5,A=3,B=8
  R1935: concat(54,38) = 5438 -> D=4,C=5,A=3,B=8
  R1936: concat(56,38) = 5638 -> D=6,C=5,A=3,B=8
  R1937: concat(57,38) = 5738 -> D=7,C=5,A=3,B=8
  R1938: concat(59,38) = 5938 -> D=9,C=5,A=3,B=8
  R1939: concat(60,38) = 6038 -> D=0,C=6,A=3,B=8
  R1940: concat(61,38) = 6138 -> D=1,C=6,A=3,B=8
  R1941: concat(62,38) = 6238 -> D=2,C=6,A=3,B=8
  R1942: concat(64,38) = 6438 -> D=4,C=6,A=3,B=8
  R1943: concat(65,38) = 6538 -> D=5,C=6,A=3,B=8
  R1944: concat(67,38) = 6738 -> D=7,C=6,A=3,B=8
  R1945: concat(69,38) = 6938 -> D=9,C=6,A=3,B=8
  R1946: concat(70,38) = 7038 -> D=0,C=7,A=3,B=8
  R1947: concat(71,38) = 7138 -> D=1,C=7,A=3,B=8
  R1948: concat(72,38) = 7238 -> D=2,C=7,A=3,B=8
  R1949: concat(74,38) = 7438 -> D=4,C=7,A=3,B=8
  R1950: concat(75,38) = 7538 -> D=5,C=7,A=3,B=8
  R1951: concat(76,38) = 7638 -> D=6,C=7,A=3,B=8
  R1952: concat(79,38) = 7938 -> D=9,C=7,A=3,B=8
  R1953: concat(90,38) = 9038 -> D=0,C=9,A=3,B=8
  R1954: concat(91,38) = 9138 -> D=1,C=9,A=3,B=8
  R1955: concat(92,38) = 9238 -> D=2,C=9,A=3,B=8
  R1956: concat(94,38) = 9438 -> D=4,C=9,A=3,B=8
  R1957: concat(95,38) = 9538 -> D=5,C=9,A=3,B=8
  R1958: concat(96,38) = 9638 -> D=6,C=9,A=3,B=8
  R1959: concat(97,38) = 9738 -> D=7,C=9,A=3,B=8
  R1960: concat(01,39) = 0139 -> D=1,C=0,A=3,B=9
  R1961: concat(02,39) = 0239 -> D=2,C=0,A=3,B=9
  R1962: concat(04,39) = 0439 -> D=4,C=0,A=3,B=9
  R1963: concat(05,39) = 0539 -> D=5,C=0,A=3,B=9
  R1964: concat(06,39) = 0639 -> D=6,C=0,A=3,B=9
  R1965: concat(07,39) = 0739 -> D=7,C=0,A=3,B=9
  R1966: concat(08,39) = 0839 -> D=8,C=0,A=3,B=9
  R1967: concat(10,39) = 1039 -> D=0,C=1,A=3,B=9
  R1968: concat(12,39) = 1239 -> D=2,C=1,A=3,B=9
  R1969: concat(14,39) = 1439 -> D=4,C=1,A=3,B=9
  R1970: concat(15,39) = 1539 -> D=5,C=1,A=3,B=9
  R1971: concat(16,39) = 1639 -> D=6,C=1,A=3,B=9
  R1972: concat(17,39) = 1739 -> D=7,C=1,A=3,B=9
  R1973: concat(18,39) = 1839 -> D=8,C=1,A=3,B=9
  R1974: concat(20,39) = 2039 -> D=0,C=2,A=3,B=9
  R1975: concat(21,39) = 2139 -> D=1,C=2,A=3,B=9
  R1976: concat(24,39) = 2439 -> D=4,C=2,A=3,B=9
