We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [>`+'&] = [`{/]: AB + CD = BEF  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F'], |sym|=6)
fact1 [`{-':] = [->>]: BE - CG = -AA  (r.len=2 neg, sym=['A', 'B', 'C', 'E', 'G'], |sym|=5)
fact2 [/^-/^] = [:]: FH - FH = G  (r.len=1, sym=['F', 'G', 'H'], |sym|=3)
  R1582: concat(31,40) = 3140 -> J=4,C=0,G=1,A=3
  R1583: concat(31,42) = 3142 -> J=4,C=2,G=1,A=3
  R1584: concat(31,45) = 3145 -> J=4,C=5,G=1,A=3
  R1585: concat(31,46) = 3146 -> J=4,C=6,G=1,A=3
  R1586: concat(31,47) = 3147 -> J=4,C=7,G=1,A=3
  R1587: concat(31,48) = 3148 -> J=4,C=8,G=1,A=3
  R1588: concat(31,49) = 3149 -> J=4,C=9,G=1,A=3
  R1589: concat(31,50) = 3150 -> J=5,C=0,G=1,A=3
  R1590: concat(31,52) = 3152 -> J=5,C=2,G=1,A=3
  R1591: concat(31,54) = 3154 -> J=5,C=4,G=1,A=3
  R1592: concat(31,56) = 3156 -> J=5,C=6,G=1,A=3
  R1593: concat(31,57) = 3157 -> J=5,C=7,G=1,A=3
  R1594: concat(31,58) = 3158 -> J=5,C=8,G=1,A=3
  R1595: concat(31,59) = 3159 -> J=5,C=9,G=1,A=3
  R1596: concat(31,60) = 3160 -> J=6,C=0,G=1,A=3
  R1597: concat(31,62) = 3162 -> J=6,C=2,G=1,A=3
  R1598: concat(31,64) = 3164 -> J=6,C=4,G=1,A=3
  R1599: concat(31,65) = 3165 -> J=6,C=5,G=1,A=3
  R1600: concat(31,67) = 3167 -> J=6,C=7,G=1,A=3
  R1601: concat(31,68) = 3168 -> J=6,C=8,G=1,A=3
  R1602: concat(31,69) = 3169 -> J=6,C=9,G=1,A=3
  R1603: concat(31,70) = 3170 -> J=7,C=0,G=1,A=3
  R1604: concat(31,72) = 3172 -> J=7,C=2,G=1,A=3
  R1605: concat(31,74) = 3174 -> J=7,C=4,G=1,A=3
  R1606: concat(31,75) = 3175 -> J=7,C=5,G=1,A=3
  R1607: concat(31,76) = 3176 -> J=7,C=6,G=1,A=3
  R1608: concat(31,78) = 3178 -> J=7,C=8,G=1,A=3
  R1609: concat(31,79) = 3179 -> J=7,C=9,G=1,A=3
  R1610: concat(31,80) = 3180 -> J=8,C=0,G=1,A=3
  R1611: concat(31,82) = 3182 -> J=8,C=2,G=1,A=3
  R1612: concat(31,84) = 3184 -> J=8,C=4,G=1,A=3
  R1613: concat(31,85) = 3185 -> J=8,C=5,G=1,A=3
  R1614: concat(31,86) = 3186 -> J=8,C=6,G=1,A=3
  R1615: concat(31,87) = 3187 -> J=8,C=7,G=1,A=3
  R1616: concat(31,89) = 3189 -> J=8,C=9,G=1,A=3
  R1617: concat(31,90) = 3190 -> J=9,C=0,G=1,A=3
  R1618: concat(31,92) = 3192 -> J=9,C=2,G=1,A=3
  R1619: concat(31,94) = 3194 -> J=9,C=4,G=1,A=3
  R1620: concat(31,95) = 3195 -> J=9,C=5,G=1,A=3
  R1621: concat(31,96) = 3196 -> J=9,C=6,G=1,A=3
  R1622: concat(31,97) = 3197 -> J=9,C=7,G=1,A=3
  R1623: concat(31,98) = 3198 -> J=9,C=8,G=1,A=3
  R1624: concat(32,01) = 3201 -> J=0,C=1,G=2,A=3
  R1625: concat(32,04) = 3204 -> J=0,C=4,G=2,A=3
  R1626: concat(32,05) = 3205 -> J=0,C=5,G=2,A=3
  R1627: concat(32,06) = 3206 -> J=0,C=6,G=2,A=3
  R1628: concat(32,07) = 3207 -> J=0,C=7,G=2,A=3
  R1629: concat(32,08) = 3208 -> J=0,C=8,G=2,A=3
  R1630: concat(32,09) = 3209 -> J=0,C=9,G=2,A=3
  R1631: concat(32,10) = 3210 -> J=1,C=0,G=2,A=3
  R1632: concat(32,14) = 3214 -> J=1,C=4,G=2,A=3
  R1633: concat(32,15) = 3215 -> J=1,C=5,G=2,A=3
  R1634: concat(32,16) = 3216 -> J=1,C=6,G=2,A=3
  R1635: concat(32,17) = 3217 -> J=1,C=7,G=2,A=3
  R1636: concat(32,18) = 3218 -> J=1,C=8,G=2,A=3
  R1637: concat(32,19) = 3219 -> J=1,C=9,G=2,A=3
  R1638: concat(32,40) = 3240 -> J=4,C=0,G=2,A=3
  R1639: concat(32,41) = 3241 -> J=4,C=1,G=2,A=3
  R1640: concat(32,45) = 3245 -> J=4,C=5,G=2,A=3
  R1641: concat(32,46) = 3246 -> J=4,C=6,G=2,A=3
  R1642: concat(32,47) = 3247 -> J=4,C=7,G=2,A=3
  R1643: concat(32,48) = 3248 -> J=4,C=8,G=2,A=3
  R1644: concat(32,49) = 3249 -> J=4,C=9,G=2,A=3
  R1645: concat(32,50) = 3250 -> J=5,C=0,G=2,A=3
  R1646: concat(32,51) = 3251 -> J=5,C=1,G=2,A=3
  R1647: concat(32,54) = 3254 -> J=5,C=4,G=2,A=3
  R1648: concat(32,56) = 3256 -> J=5,C=6,G=2,A=3
  R1649: concat(32,57) = 3257 -> J=5,C=7,G=2,A=3
  R1650: concat(32,58) = 3258 -> J=5,C=8,G=2,A=3
  R1651: concat(32,59) = 3259 -> J=5,C=9,G=2,A=3
  R1652: concat(32,60) = 3260 -> J=6,C=0,G=2,A=3
  R1653: concat(32,61) = 3261 -> J=6,C=1,G=2,A=3
  R1654: concat(32,64) = 3264 -> J=6,C=4,G=2,A=3
  R1655: concat(32,65) = 3265 -> J=6,C=5,G=2,A=3
  R1656: concat(32,67) = 3267 -> J=6,C=7,G=2,A=3
  R1657: concat(32,68) = 3268 -> J=6,C=8,G=2,A=3
  R1658: concat(32,69) = 3269 -> J=6,C=9,G=2,A=3
  R1659: concat(32,70) = 3270 -> J=7,C=0,G=2,A=3
  R1660: concat(32,71) = 3271 -> J=7,C=1,G=2,A=3
  R1661: concat(32,74) = 3274 -> J=7,C=4,G=2,A=3
  R1662: concat(32,75) = 3275 -> J=7,C=5,G=2,A=3
  R1663: concat(32,76) = 3276 -> J=7,C=6,G=2,A=3
  R1664: concat(32,78) = 3278 -> J=7,C=8,G=2,A=3
  R1665: concat(32,79) = 3279 -> J=7,C=9,G=2,A=3
  R1666: concat(32,80) = 3280 -> J=8,C=0,G=2,A=3
  R1667: concat(32,81) = 3281 -> J=8,C=1,G=2,A=3
  R1668: concat(32,84) = 3284 -> J=8,C=4,G=2,A=3
  R1669: concat(32,85) = 3285 -> J=8,C=5,G=2,A=3
  R1670: concat(32,86) = 3286 -> J=8,C=6,G=2,A=3
  R1671: concat(32,87) = 3287 -> J=8,C=7,G=2,A=3
  R1672: concat(32,89) = 3289 -> J=8,C=9,G=2,A=3
  R1673: concat(32,90) = 3290 -> J=9,C=0,G=2,A=3
  R1674: concat(32,91) = 3291 -> J=9,C=1,G=2,A=3
  R1675: concat(32,94) = 3294 -> J=9,C=4,G=2,A=3
  R1676: concat(32,95) = 3295 -> J=9,C=5,G=2,A=3
  R1677: concat(32,96) = 3296 -> J=9,C=6,G=2,A=3
  R1678: concat(32,97) = 3297 -> J=9,C=7,G=2,A=3
  R1679: concat(32,98) = 3298 -> J=9,C=8,G=2,A=3
  R1680: concat(34,01) = 3401 -> J=0,C=1,G=4,A=3
  R1681: concat(34,02) = 3402 -> J=0,C=2,G=4,A=3
  R1682: concat(34,05) = 3405 -> J=0,C=5,G=4,A=3
  R1683: concat(34,06) = 3406 -> J=0,C=6,G=4,A=3
  R1684: concat(34,07) = 3407 -> J=0,C=7,G=4,A=3
  R1685: concat(34,08) = 3408 -> J=0,C=8,G=4,A=3
  R1686: concat(34,09) = 3409 -> J=0,C=9,G=4,A=3
  R1687: concat(34,10) = 3410 -> J=1,C=0,G=4,A=3
  R1688: concat(34,12) = 3412 -> J=1,C=2,G=4,A=3
  R1689: concat(34,15) = 3415 -> J=1,C=5,G=4,A=3
  R1690: concat(34,16) = 3416 -> J=1,C=6,G=4,A=3
  R1691: concat(34,17) = 3417 -> J=1,C=7,G=4,A=3
  R1692: concat(34,18) = 3418 -> J=1,C=8,G=4,A=3
  R1693: concat(34,19) = 3419 -> J=1,C=9,G=4,A=3
  R1694: concat(34,20) = 3420 -> J=2,C=0,G=4,A=3
  R1695: concat(34,21) = 3421 -> J=2,C=1,G=4,A=3
  R1696: concat(34,25) = 3425 -> J=2,C=5,G=4,A=3
  R1697: concat(34,26) = 3426 -> J=2,C=6,G=4,A=3
  R1698: concat(34,27) = 3427 -> J=2,C=7,G=4,A=3
  R1699: concat(34,28) = 3428 -> J=2,C=8,G=4,A=3
  R1700: concat(34,29) = 3429 -> J=2,C=9,G=4,A=3
  R1701: concat(34,50) = 3450 -> J=5,C=0,G=4,A=3
  R1702: concat(34,51) = 3451 -> J=5,C=1,G=4,A=3
  R1703: concat(34,52) = 3452 -> J=5,C=2,G=4,A=3
  R1704: concat(34,56) = 3456 -> J=5,C=6,G=4,A=3
  R1705: concat(34,57) = 3457 -> J=5,C=7,G=4,A=3
  R1706: concat(34,58) = 3458 -> J=5,C=8,G=4,A=3
  R1707: concat(34,59) = 3459 -> J=5,C=9,G=4,A=3
  R1708: concat(34,60) = 3460 -> J=6,C=0,G=4,A=3
  R1709: concat(34,61) = 3461 -> J=6,C=1,G=4,A=3
  R1710: concat(34,62) = 3462 -> J=6,C=2,G=4,A=3
  R1711: concat(34,65) = 3465 -> J=6,C=5,G=4,A=3
  R1712: concat(34,67) = 3467 -> J=6,C=7,G=4,A=3
  R1713: concat(34,68) = 3468 -> J=6,C=8,G=4,A=3
  R1714: concat(34,69) = 3469 -> J=6,C=9,G=4,A=3
  R1715: concat(34,70) = 3470 -> J=7,C=0,G=4,A=3
  R1716: concat(34,71) = 3471 -> J=7,C=1,G=4,A=3
  R1717: concat(34,72) = 3472 -> J=7,C=2,G=4,A=3
  R1718: concat(34,75) = 3475 -> J=7,C=5,G=4,A=3
  R1719: concat(34,76) = 3476 -> J=7,C=6,G=4,A=3
  R1720: concat(34,78) = 3478 -> J=7,C=8,G=4,A=3
  R1721: concat(34,79) = 3479 -> J=7,C=9,G=4,A=3
  R1722: concat(34,80) = 3480 -> J=8,C=0,G=4,A=3
  R1723: concat(34,81) = 3481 -> J=8,C=1,G=4,A=3
  R1724: concat(34,82) = 3482 -> J=8,C=2,G=4,A=3
  R1725: concat(34,85) = 3485 -> J=8,C=5,G=4,A=3
  R1726: concat(34,86) = 3486 -> J=8,C=6,G=4,A=3
  R1727: concat(34,87) = 3487 -> J=8,C=7,G=4,A=3
  R1728: concat(34,89) = 3489 -> J=8,C=9,G=4,A=3
  R1729: concat(34,90) = 3490 -> J=9,C=0,G=4,A=3
  R1730: concat(34,91) = 3491 -> J=9,C=1,G=4,A=3
  R1731: concat(34,92) = 3492 -> J=9,C=2,G=4,A=3
  R1732: concat(34,95) = 3495 -> J=9,C=5,G=4,A=3
  R1733: concat(34,96) = 3496 -> J=9,C=6,G=4,A=3
  R1734: concat(34,97) = 3497 -> J=9,C=7,G=4,A=3
  R1735: concat(34,98) = 3498 -> J=9,C=8,G=4,A=3
  R1736: concat(35,01) = 3501 -> J=0,C=1,G=5,A=3
  R1737: concat(35,02) = 3502 -> J=0,C=2,G=5,A=3
  R1738: concat(35,04) = 3504 -> J=0,C=4,G=5,A=3
  R1739: concat(35,06) = 3506 -> J=0,C=6,G=5,A=3
  R1740: concat(35,07) = 3507 -> J=0,C=7,G=5,A=3
  R1741: concat(35,08) = 3508 -> J=0,C=8,G=5,A=3
  R1742: concat(35,09) = 3509 -> J=0,C=9,G=5,A=3
  R1743: concat(35,10) = 3510 -> J=1,C=0,G=5,A=3
  R1744: concat(35,12) = 3512 -> J=1,C=2,G=5,A=3
  R1745: concat(35,14) = 3514 -> J=1,C=4,G=5,A=3
  R1746: concat(35,16) = 3516 -> J=1,C=6,G=5,A=3
  R1747: concat(35,17) = 3517 -> J=1,C=7,G=5,A=3
  R1748: concat(35,18) = 3518 -> J=1,C=8,G=5,A=3
  R1749: concat(35,19) = 3519 -> J=1,C=9,G=5,A=3
  R1750: concat(35,20) = 3520 -> J=2,C=0,G=5,A=3
  R1751: concat(35,21) = 3521 -> J=2,C=1,G=5,A=3
  R1752: concat(35,24) = 3524 -> J=2,C=4,G=5,A=3
  R1753: concat(35,26) = 3526 -> J=2,C=6,G=5,A=3
  R1754: concat(35,27) = 3527 -> J=2,C=7,G=5,A=3
  R1755: concat(35,28) = 3528 -> J=2,C=8,G=5,A=3
  R1756: concat(35,29) = 3529 -> J=2,C=9,G=5,A=3
  R1757: concat(35,40) = 3540 -> J=4,C=0,G=5,A=3
  R1758: concat(35,41) = 3541 -> J=4,C=1,G=5,A=3
  R1759: concat(35,42) = 3542 -> J=4,C=2,G=5,A=3
  R1760: concat(35,46) = 3546 -> J=4,C=6,G=5,A=3
  R1761: concat(35,47) = 3547 -> J=4,C=7,G=5,A=3
  R1762: concat(35,48) = 3548 -> J=4,C=8,G=5,A=3
  R1763: concat(35,49) = 3549 -> J=4,C=9,G=5,A=3
  R1764: concat(35,60) = 3560 -> J=6,C=0,G=5,A=3
  R1765: concat(35,61) = 3561 -> J=6,C=1,G=5,A=3
  R1766: concat(35,62) = 3562 -> J=6,C=2,G=5,A=3
  R1767: concat(35,64) = 3564 -> J=6,C=4,G=5,A=3
  R1768: concat(35,67) = 3567 -> J=6,C=7,G=5,A=3
  R1769: concat(35,68) = 3568 -> J=6,C=8,G=5,A=3
  R1770: concat(35,69) = 3569 -> J=6,C=9,G=5,A=3
  R1771: concat(35,70) = 3570 -> J=7,C=0,G=5,A=3
  R1772: concat(35,71) = 3571 -> J=7,C=1,G=5,A=3
  R1773: concat(35,72) = 3572 -> J=7,C=2,G=5,A=3
  R1774: concat(35,74) = 3574 -> J=7,C=4,G=5,A=3
  R1775: concat(35,76) = 3576 -> J=7,C=6,G=5,A=3
  R1776: concat(35,78) = 3578 -> J=7,C=8,G=5,A=3
  R1777: concat(35,79) = 3579 -> J=7,C=9,G=5,A=3
  R1778: concat(35,80) = 3580 -> J=8,C=0,G=5,A=3
  R1779: concat(35,81) = 3581 -> J=8,C=1,G=5,A=3
  R1780: concat(35,82) = 3582 -> J=8,C=2,G=5,A=3
  R1781: concat(35,84) = 3584 -> J=8,C=4,G=5,A=3
  R1782: concat(35,86) = 3586 -> J=8,C=6,G=5,A=3
  R1783: concat(35,87) = 3587 -> J=8,C=7,G=5,A=3
  R1784: concat(35,89) = 3589 -> J=8,C=9,G=5,A=3
  R1785: concat(35,90) = 3590 -> J=9,C=0,G=5,A=3
  R1786: concat(35,91) = 3591 -> J=9,C=1,G=5,A=3
  R1787: concat(35,92) = 3592 -> J=9,C=2,G=5,A=3
  R1788: concat(35,94) = 3594 -> J=9,C=4,G=5,A=3
  R1789: concat(35,96) = 3596 -> J=9,C=6,G=5,A=3
  R1790: concat(35,97) = 3597 -> J=9,C=7,G=5,A=3
  R1791: concat(35,98) = 3598 -> J=9,C=8,G=5,A=3
  R1792: concat(36,01) = 3601 -> J=0,C=1,G=6,A=3
  R1793: concat(36,02) = 3602 -> J=0,C=2,G=6,A=3
  R1794: concat(36,04) = 3604 -> J=0,C=4,G=6,A=3
  R1795: concat(36,05) = 3605 -> J=0,C=5,G=6,A=3
  R1796: concat(36,07) = 3607 -> J=0,C=7,G=6,A=3
  R1797: concat(36,08) = 3608 -> J=0,C=8,G=6,A=3
  R1798: concat(36,09) = 3609 -> J=0,C=9,G=6,A=3
  R1799: concat(36,10) = 3610 -> J=1,C=0,G=6,A=3
  R1800: concat(36,12) = 3612 -> J=1,C=2,G=6,A=3
  R1801: concat(36,14) = 3614 -> J=1,C=4,G=6,A=3
  R1802: concat(36,15) = 3615 -> J=1,C=5,G=6,A=3
  R1803: concat(36,17) = 3617 -> J=1,C=7,G=6,A=3
  R1804: concat(36,18) = 3618 -> J=1,C=8,G=6,A=3
  R1805: concat(36,19) = 3619 -> J=1,C=9,G=6,A=3
  R1806: concat(36,20) = 3620 -> J=2,C=0,G=6,A=3
  R1807: concat(36,21) = 3621 -> J=2,C=1,G=6,A=3
  R1808: concat(36,24) = 3624 -> J=2,C=4,G=6,A=3
  R1809: concat(36,25) = 3625 -> J=2,C=5,G=6,A=3
  R1810: concat(36,27) = 3627 -> J=2,C=7,G=6,A=3
  R1811: concat(36,28) = 3628 -> J=2,C=8,G=6,A=3
  R1812: concat(36,29) = 3629 -> J=2,C=9,G=6,A=3
  R1813: concat(36,40) = 3640 -> J=4,C=0,G=6,A=3
  R1814: concat(36,41) = 3641 -> J=4,C=1,G=6,A=3
  R1815: concat(36,42) = 3642 -> J=4,C=2,G=6,A=3
  R1816: concat(36,45) = 3645 -> J=4,C=5,G=6,A=3
  R1817: concat(36,47) = 3647 -> J=4,C=7,G=6,A=3
  R1818: concat(36,48) = 3648 -> J=4,C=8,G=6,A=3
  R1819: concat(36,49) = 3649 -> J=4,C=9,G=6,A=3
  R1820: concat(36,50) = 3650 -> J=5,C=0,G=6,A=3
  R1821: concat(36,51) = 3651 -> J=5,C=1,G=6,A=3
  R1822: concat(36,52) = 3652 -> J=5,C=2,G=6,A=3
  R1823: concat(36,54) = 3654 -> J=5,C=4,G=6,A=3
  R1824: concat(36,57) = 3657 -> J=5,C=7,G=6,A=3
  R1825: concat(36,58) = 3658 -> J=5,C=8,G=6,A=3
  R1826: concat(36,59) = 3659 -> J=5,C=9,G=6,A=3
  R1827: concat(36,70) = 3670 -> J=7,C=0,G=6,A=3
  R1828: concat(36,71) = 3671 -> J=7,C=1,G=6,A=3
  R1829: concat(36,72) = 3672 -> J=7,C=2,G=6,A=3
  R1830: concat(36,74) = 3674 -> J=7,C=4,G=6,A=3
  R1831: concat(36,75) = 3675 -> J=7,C=5,G=6,A=3
  R1832: concat(36,78) = 3678 -> J=7,C=8,G=6,A=3
  R1833: concat(36,79) = 3679 -> J=7,C=9,G=6,A=3
  R1834: concat(36,80) = 3680 -> J=8,C=0,G=6,A=3
  R1835: concat(36,81) = 3681 -> J=8,C=1,G=6,A=3
  R1836: concat(36,82) = 3682 -> J=8,C=2,G=6,A=3
  R1837: concat(36,84) = 3684 -> J=8,C=4,G=6,A=3
  R1838: concat(36,85) = 3685 -> J=8,C=5,G=6,A=3
  R1839: concat(36,87) = 3687 -> J=8,C=7,G=6,A=3
  R1840: concat(36,89) = 3689 -> J=8,C=9,G=6,A=3
  R1841: concat(36,90) = 3690 -> J=9,C=0,G=6,A=3
  R1842: concat(36,91) = 3691 -> J=9,C=1,G=6,A=3
  R1843: concat(36,92) = 3692 -> J=9,C=2,G=6,A=3
  R1844: concat(36,94) = 3694 -> J=9,C=4,G=6,A=3
  R1845: concat(36,95) = 3695 -> J=9,C=5,G=6,A=3
  R1846: concat(36,97) = 3697 -> J=9,C=7,G=6,A=3
  R1847: concat(36,98) = 3698 -> J=9,C=8,G=6,A=3
  R1848: concat(37,01) = 3701 -> J=0,C=1,G=7,A=3
  R1849: concat(37,02) = 3702 -> J=0,C=2,G=7,A=3
  R1850: concat(37,04) = 3704 -> J=0,C=4,G=7,A=3
  R1851: concat(37,05) = 3705 -> J=0,C=5,G=7,A=3
  R1852: concat(37,06) = 3706 -> J=0,C=6,G=7,A=3
  R1853: concat(37,08) = 3708 -> J=0,C=8,G=7,A=3
  R1854: concat(37,09) = 3709 -> J=0,C=9,G=7,A=3
  R1855: concat(37,10) = 3710 -> J=1,C=0,G=7,A=3
  R1856: concat(37,12) = 3712 -> J=1,C=2,G=7,A=3
  R1857: concat(37,14) = 3714 -> J=1,C=4,G=7,A=3
  R1858: concat(37,15) = 3715 -> J=1,C=5,G=7,A=3
  R1859: concat(37,16) = 3716 -> J=1,C=6,G=7,A=3
  R1860: concat(37,18) = 3718 -> J=1,C=8,G=7,A=3
  R1861: concat(37,19) = 3719 -> J=1,C=9,G=7,A=3
  R1862: concat(37,20) = 3720 -> J=2,C=0,G=7,A=3
  R1863: concat(37,21) = 3721 -> J=2,C=1,G=7,A=3
  R1864: concat(37,24) = 3724 -> J=2,C=4,G=7,A=3
  R1865: concat(37,25) = 3725 -> J=2,C=5,G=7,A=3
  R1866: concat(37,26) = 3726 -> J=2,C=6,G=7,A=3
  R1867: concat(37,28) = 3728 -> J=2,C=8,G=7,A=3
  R1868: concat(37,29) = 3729 -> J=2,C=9,G=7,A=3
  R1869: concat(37,40) = 3740 -> J=4,C=0,G=7,A=3
  R1870: concat(37,41) = 3741 -> J=4,C=1,G=7,A=3
  R1871: concat(37,42) = 3742 -> J=4,C=2,G=7,A=3
  R1872: concat(37,45) = 3745 -> J=4,C=5,G=7,A=3
  R1873: concat(37,46) = 3746 -> J=4,C=6,G=7,A=3
  R1874: concat(37,48) = 3748 -> J=4,C=8,G=7,A=3
  R1875: concat(37,49) = 3749 -> J=4,C=9,G=7,A=3
  R1876: concat(37,50) = 3750 -> J=5,C=0,G=7,A=3
  R1877: concat(37,51) = 3751 -> J=5,C=1,G=7,A=3
  R1878: concat(37,52) = 3752 -> J=5,C=2,G=7,A=3
  R1879: concat(37,54) = 3754 -> J=5,C=4,G=7,A=3
  R1880: concat(37,56) = 3756 -> J=5,C=6,G=7,A=3
  R1881: concat(37,58) = 3758 -> J=5,C=8,G=7,A=3
  R1882: concat(37,59) = 3759 -> J=5,C=9,G=7,A=3
  R1883: concat(37,60) = 3760 -> J=6,C=0,G=7,A=3
  R1884: concat(37,61) = 3761 -> J=6,C=1,G=7,A=3
  R1885: concat(37,62) = 3762 -> J=6,C=2,G=7,A=3
  R1886: concat(37,64) = 3764 -> J=6,C=4,G=7,A=3
  R1887: concat(37,65) = 3765 -> J=6,C=5,G=7,A=3
  R1888: concat(37,68) = 3768 -> J=6,C=8,G=7,A=3
  R1889: concat(37,69) = 3769 -> J=6,C=9,G=7,A=3
  R1890: concat(37,80) = 3780 -> J=8,C=0,G=7,A=3
  R1891: concat(37,81) = 3781 -> J=8,C=1,G=7,A=3
  R1892: concat(37,82) = 3782 -> J=8,C=2,G=7,A=3
  R1893: concat(37,84) = 3784 -> J=8,C=4,G=7,A=3
  R1894: concat(37,85) = 3785 -> J=8,C=5,G=7,A=3
  R1895: concat(37,86) = 3786 -> J=8,C=6,G=7,A=3
  R1896: concat(37,89) = 3789 -> J=8,C=9,G=7,A=3
  R1897: concat(37,90) = 3790 -> J=9,C=0,G=7,A=3
  R1898: concat(37,91) = 3791 -> J=9,C=1,G=7,A=3
  R1899: concat(37,92) = 3792 -> J=9,C=2,G=7,A=3
  R1900: concat(37,94) = 3794 -> J=9,C=4,G=7,A=3
  R1901: concat(37,95) = 3795 -> J=9,C=5,G=7,A=3
  R1902: concat(37,96) = 3796 -> J=9,C=6,G=7,A=3
  R1903: concat(37,98) = 3798 -> J=9,C=8,G=7,A=3
  R1904: concat(38,01) = 3801 -> J=0,C=1,G=8,A=3
  R1905: concat(38,02) = 3802 -> J=0,C=2,G=8,A=3
  R1906: concat(38,04) = 3804 -> J=0,C=4,G=8,A=3
  R1907: concat(38,05) = 3805 -> J=0,C=5,G=8,A=3
  R1908: concat(38,06) = 3806 -> J=0,C=6,G=8,A=3
  R1909: concat(38,07) = 3807 -> J=0,C=7,G=8,A=3
  R1910: concat(38,09) = 3809 -> J=0,C=9,G=8,A=3
  R1911: concat(38,10) = 3810 -> J=1,C=0,G=8,A=3
  R1912: concat(38,12) = 3812 -> J=1,C=2,G=8,A=3
  R1913: concat(38,14) = 3814 -> J=1,C=4,G=8,A=3
  R1914: concat(38,15) = 3815 -> J=1,C=5,G=8,A=3
  R1915: concat(38,16) = 3816 -> J=1,C=6,G=8,A=3
  R1916: concat(38,17) = 3817 -> J=1,C=7,G=8,A=3
  R1917: concat(38,19) = 3819 -> J=1,C=9,G=8,A=3
  R1918: concat(38,20) = 3820 -> J=2,C=0,G=8,A=3
  R1919: concat(38,21) = 3821 -> J=2,C=1,G=8,A=3
  R1920: concat(38,24) = 3824 -> J=2,C=4,G=8,A=3
  R1921: concat(38,25) = 3825 -> J=2,C=5,G=8,A=3
  R1922: concat(38,26) = 3826 -> J=2,C=6,G=8,A=3
  R1923: concat(38,27) = 3827 -> J=2,C=7,G=8,A=3
  R1924: concat(38,29) = 3829 -> J=2,C=9,G=8,A=3
  R1925: concat(38,40) = 3840 -> J=4,C=0,G=8,A=3
  R1926: concat(38,41) = 3841 -> J=4,C=1,G=8,A=3
  R1927: concat(38,42) = 3842 -> J=4,C=2,G=8,A=3
  R1928: concat(38,45) = 3845 -> J=4,C=5,G=8,A=3
  R1929: concat(38,46) = 3846 -> J=4,C=6,G=8,A=3
  R1930: concat(38,47) = 3847 -> J=4,C=7,G=8,A=3
  R1931: concat(38,49) = 3849 -> J=4,C=9,G=8,A=3
  R1932: concat(38,50) = 3850 -> J=5,C=0,G=8,A=3
  R1933: concat(38,51) = 3851 -> J=5,C=1,G=8,A=3
  R1934: concat(38,52) = 3852 -> J=5,C=2,G=8,A=3
  R1935: concat(38,54) = 3854 -> J=5,C=4,G=8,A=3
  R1936: concat(38,56) = 3856 -> J=5,C=6,G=8,A=3
  R1937: concat(38,57) = 3857 -> J=5,C=7,G=8,A=3
  R1938: concat(38,59) = 3859 -> J=5,C=9,G=8,A=3
  R1939: concat(38,60) = 3860 -> J=6,C=0,G=8,A=3
  R1940: concat(38,61) = 3861 -> J=6,C=1,G=8,A=3
  R1941: concat(38,62) = 3862 -> J=6,C=2,G=8,A=3
  R1942: concat(38,64) = 3864 -> J=6,C=4,G=8,A=3
  R1943: concat(38,65) = 3865 -> J=6,C=5,G=8,A=3
  R1944: concat(38,67) = 3867 -> J=6,C=7,G=8,A=3
  R1945: concat(38,69) = 3869 -> J=6,C=9,G=8,A=3
  R1946: concat(38,70) = 3870 -> J=7,C=0,G=8,A=3
  R1947: concat(38,71) = 3871 -> J=7,C=1,G=8,A=3
  R1948: concat(38,72) = 3872 -> J=7,C=2,G=8,A=3
  R1949: concat(38,74) = 3874 -> J=7,C=4,G=8,A=3
  R1950: concat(38,75) = 3875 -> J=7,C=5,G=8,A=3
  R1951: concat(38,76) = 3876 -> J=7,C=6,G=8,A=3
  R1952: concat(38,79) = 3879 -> J=7,C=9,G=8,A=3
  R1953: concat(38,90) = 3890 -> J=9,C=0,G=8,A=3
  R1954: concat(38,91) = 3891 -> J=9,C=1,G=8,A=3
  R1955: concat(38,92) = 3892 -> J=9,C=2,G=8,A=3
  R1956: concat(38,94) = 3894 -> J=9,C=4,G=8,A=3
  R1957: concat(38,95) = 3895 -> J=9,C=5,G=8,A=3
  R1958: concat(38,96) = 3896 -> J=9,C=6,G=8,A=3
  R1959: concat(38,97) = 3897 -> J=9,C=7,G=8,A=3
  R1960: concat(39,01) = 3901 -> J=0,C=1,G=9,A=3
  R1961: concat(39,02) = 3902 -> J=0,C=2,G=9,A=3
  R1962: concat(39,04) = 3904 -> J=0,C=4,G=9,A=3
  R1963: concat(39,05) = 3905 -> J=0,C=5,G=9,A=3
  R1964: concat(39,06) = 3906 -> J=0,C=6,G=9,A=3
  R1965: concat(39,07) = 3907 -> J=0,C=7,G=9,A=3
  R1966: concat(39,08) = 3908 -> J=0,C=8,G=9,A=3
  R1967: concat(39,10) = 3910 -> J=1,C=0,G=9,A=3
  R1968: concat(39,12) = 3912 -> J=1,C=2,G=9,A=3
  R1969: concat(39,14) = 3914 -> J=1,C=4,G=9,A=3
  R1970: concat(39,15) = 3915 -> J=1,C=5,G=9,A=3
  R1971: concat(39,16) = 3916 -> J=1,C=6,G=9,A=3
  R1972: concat(39,17) = 3917 -> J=1,C=7,G=9,A=3
  R1973: concat(39,18) = 3918 -> J=1,C=8,G=9,A=3
