We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [$]*[$] = [$][$]: AB * CA = ABCA  (r.len=4, sym=['A', 'B', 'C'], |sym|=3)
  R1600: concat(31,67) = 3167 -> G=6,H=7,F=1,E=3
  R1601: concat(31,68) = 3168 -> G=6,H=8,F=1,E=3
  R1602: concat(31,69) = 3169 -> G=6,H=9,F=1,E=3
  R1603: concat(31,70) = 3170 -> G=7,H=0,F=1,E=3
  R1604: concat(31,72) = 3172 -> G=7,H=2,F=1,E=3
  R1605: concat(31,74) = 3174 -> G=7,H=4,F=1,E=3
  R1606: concat(31,75) = 3175 -> G=7,H=5,F=1,E=3
  R1607: concat(31,76) = 3176 -> G=7,H=6,F=1,E=3
  R1608: concat(31,78) = 3178 -> G=7,H=8,F=1,E=3
  R1609: concat(31,79) = 3179 -> G=7,H=9,F=1,E=3
  R1610: concat(31,80) = 3180 -> G=8,H=0,F=1,E=3
  R1611: concat(31,82) = 3182 -> G=8,H=2,F=1,E=3
  R1612: concat(31,84) = 3184 -> G=8,H=4,F=1,E=3
  R1613: concat(31,85) = 3185 -> G=8,H=5,F=1,E=3
  R1614: concat(31,86) = 3186 -> G=8,H=6,F=1,E=3
  R1615: concat(31,87) = 3187 -> G=8,H=7,F=1,E=3
  R1616: concat(31,89) = 3189 -> G=8,H=9,F=1,E=3
  R1617: concat(31,90) = 3190 -> G=9,H=0,F=1,E=3
  R1618: concat(31,92) = 3192 -> G=9,H=2,F=1,E=3
  R1619: concat(31,94) = 3194 -> G=9,H=4,F=1,E=3
  R1620: concat(31,95) = 3195 -> G=9,H=5,F=1,E=3
  R1621: concat(31,96) = 3196 -> G=9,H=6,F=1,E=3
  R1622: concat(31,97) = 3197 -> G=9,H=7,F=1,E=3
  R1623: concat(31,98) = 3198 -> G=9,H=8,F=1,E=3
  R1624: concat(32,01) = 3201 -> G=0,H=1,F=2,E=3
  R1625: concat(32,04) = 3204 -> G=0,H=4,F=2,E=3
  R1626: concat(32,05) = 3205 -> G=0,H=5,F=2,E=3
  R1627: concat(32,06) = 3206 -> G=0,H=6,F=2,E=3
  R1628: concat(32,07) = 3207 -> G=0,H=7,F=2,E=3
  R1629: concat(32,08) = 3208 -> G=0,H=8,F=2,E=3
  R1630: concat(32,09) = 3209 -> G=0,H=9,F=2,E=3
  R1631: concat(32,10) = 3210 -> G=1,H=0,F=2,E=3
  R1632: concat(32,14) = 3214 -> G=1,H=4,F=2,E=3
  R1633: concat(32,15) = 3215 -> G=1,H=5,F=2,E=3
  R1634: concat(32,16) = 3216 -> G=1,H=6,F=2,E=3
  R1635: concat(32,17) = 3217 -> G=1,H=7,F=2,E=3
  R1636: concat(32,18) = 3218 -> G=1,H=8,F=2,E=3
  R1637: concat(32,19) = 3219 -> G=1,H=9,F=2,E=3
  R1638: concat(32,40) = 3240 -> G=4,H=0,F=2,E=3
  R1639: concat(32,41) = 3241 -> G=4,H=1,F=2,E=3
  R1640: concat(32,45) = 3245 -> G=4,H=5,F=2,E=3
  R1641: concat(32,46) = 3246 -> G=4,H=6,F=2,E=3
  R1642: concat(32,47) = 3247 -> G=4,H=7,F=2,E=3
  R1643: concat(32,48) = 3248 -> G=4,H=8,F=2,E=3
  R1644: concat(32,49) = 3249 -> G=4,H=9,F=2,E=3
  R1645: concat(32,50) = 3250 -> G=5,H=0,F=2,E=3
  R1646: concat(32,51) = 3251 -> G=5,H=1,F=2,E=3
  R1647: concat(32,54) = 3254 -> G=5,H=4,F=2,E=3
  R1648: concat(32,56) = 3256 -> G=5,H=6,F=2,E=3
  R1649: concat(32,57) = 3257 -> G=5,H=7,F=2,E=3
  R1650: concat(32,58) = 3258 -> G=5,H=8,F=2,E=3
  R1651: concat(32,59) = 3259 -> G=5,H=9,F=2,E=3
  R1652: concat(32,60) = 3260 -> G=6,H=0,F=2,E=3
  R1653: concat(32,61) = 3261 -> G=6,H=1,F=2,E=3
  R1654: concat(32,64) = 3264 -> G=6,H=4,F=2,E=3
  R1655: concat(32,65) = 3265 -> G=6,H=5,F=2,E=3
  R1656: concat(32,67) = 3267 -> G=6,H=7,F=2,E=3
  R1657: concat(32,68) = 3268 -> G=6,H=8,F=2,E=3
  R1658: concat(32,69) = 3269 -> G=6,H=9,F=2,E=3
  R1659: concat(32,70) = 3270 -> G=7,H=0,F=2,E=3
  R1660: concat(32,71) = 3271 -> G=7,H=1,F=2,E=3
  R1661: concat(32,74) = 3274 -> G=7,H=4,F=2,E=3
  R1662: concat(32,75) = 3275 -> G=7,H=5,F=2,E=3
  R1663: concat(32,76) = 3276 -> G=7,H=6,F=2,E=3
  R1664: concat(32,78) = 3278 -> G=7,H=8,F=2,E=3
  R1665: concat(32,79) = 3279 -> G=7,H=9,F=2,E=3
  R1666: concat(32,80) = 3280 -> G=8,H=0,F=2,E=3
  R1667: concat(32,81) = 3281 -> G=8,H=1,F=2,E=3
  R1668: concat(32,84) = 3284 -> G=8,H=4,F=2,E=3
  R1669: concat(32,85) = 3285 -> G=8,H=5,F=2,E=3
  R1670: concat(32,86) = 3286 -> G=8,H=6,F=2,E=3
  R1671: concat(32,87) = 3287 -> G=8,H=7,F=2,E=3
  R1672: concat(32,89) = 3289 -> G=8,H=9,F=2,E=3
  R1673: concat(32,90) = 3290 -> G=9,H=0,F=2,E=3
  R1674: concat(32,91) = 3291 -> G=9,H=1,F=2,E=3
  R1675: concat(32,94) = 3294 -> G=9,H=4,F=2,E=3
  R1676: concat(32,95) = 3295 -> G=9,H=5,F=2,E=3
  R1677: concat(32,96) = 3296 -> G=9,H=6,F=2,E=3
  R1678: concat(32,97) = 3297 -> G=9,H=7,F=2,E=3
  R1679: concat(32,98) = 3298 -> G=9,H=8,F=2,E=3
  R1680: concat(34,01) = 3401 -> G=0,H=1,F=4,E=3
  R1681: concat(34,02) = 3402 -> G=0,H=2,F=4,E=3
  R1682: concat(34,05) = 3405 -> G=0,H=5,F=4,E=3
  R1683: concat(34,06) = 3406 -> G=0,H=6,F=4,E=3
  R1684: concat(34,07) = 3407 -> G=0,H=7,F=4,E=3
  R1685: concat(34,08) = 3408 -> G=0,H=8,F=4,E=3
  R1686: concat(34,09) = 3409 -> G=0,H=9,F=4,E=3
  R1687: concat(34,10) = 3410 -> G=1,H=0,F=4,E=3
  R1688: concat(34,12) = 3412 -> G=1,H=2,F=4,E=3
  R1689: concat(34,15) = 3415 -> G=1,H=5,F=4,E=3
  R1690: concat(34,16) = 3416 -> G=1,H=6,F=4,E=3
  R1691: concat(34,17) = 3417 -> G=1,H=7,F=4,E=3
  R1692: concat(34,18) = 3418 -> G=1,H=8,F=4,E=3
  R1693: concat(34,19) = 3419 -> G=1,H=9,F=4,E=3
  R1694: concat(34,20) = 3420 -> G=2,H=0,F=4,E=3
  R1695: concat(34,21) = 3421 -> G=2,H=1,F=4,E=3
  R1696: concat(34,25) = 3425 -> G=2,H=5,F=4,E=3
  R1697: concat(34,26) = 3426 -> G=2,H=6,F=4,E=3
  R1698: concat(34,27) = 3427 -> G=2,H=7,F=4,E=3
  R1699: concat(34,28) = 3428 -> G=2,H=8,F=4,E=3
  R1700: concat(34,29) = 3429 -> G=2,H=9,F=4,E=3
  R1701: concat(34,50) = 3450 -> G=5,H=0,F=4,E=3
  R1702: concat(34,51) = 3451 -> G=5,H=1,F=4,E=3
  R1703: concat(34,52) = 3452 -> G=5,H=2,F=4,E=3
  R1704: concat(34,56) = 3456 -> G=5,H=6,F=4,E=3
  R1705: concat(34,57) = 3457 -> G=5,H=7,F=4,E=3
  R1706: concat(34,58) = 3458 -> G=5,H=8,F=4,E=3
  R1707: concat(34,59) = 3459 -> G=5,H=9,F=4,E=3
  R1708: concat(34,60) = 3460 -> G=6,H=0,F=4,E=3
  R1709: concat(34,61) = 3461 -> G=6,H=1,F=4,E=3
  R1710: concat(34,62) = 3462 -> G=6,H=2,F=4,E=3
  R1711: concat(34,65) = 3465 -> G=6,H=5,F=4,E=3
  R1712: concat(34,67) = 3467 -> G=6,H=7,F=4,E=3
  R1713: concat(34,68) = 3468 -> G=6,H=8,F=4,E=3
  R1714: concat(34,69) = 3469 -> G=6,H=9,F=4,E=3
  R1715: concat(34,70) = 3470 -> G=7,H=0,F=4,E=3
  R1716: concat(34,71) = 3471 -> G=7,H=1,F=4,E=3
  R1717: concat(34,72) = 3472 -> G=7,H=2,F=4,E=3
  R1718: concat(34,75) = 3475 -> G=7,H=5,F=4,E=3
  R1719: concat(34,76) = 3476 -> G=7,H=6,F=4,E=3
  R1720: concat(34,78) = 3478 -> G=7,H=8,F=4,E=3
  R1721: concat(34,79) = 3479 -> G=7,H=9,F=4,E=3
  R1722: concat(34,80) = 3480 -> G=8,H=0,F=4,E=3
  R1723: concat(34,81) = 3481 -> G=8,H=1,F=4,E=3
  R1724: concat(34,82) = 3482 -> G=8,H=2,F=4,E=3
  R1725: concat(34,85) = 3485 -> G=8,H=5,F=4,E=3
  R1726: concat(34,86) = 3486 -> G=8,H=6,F=4,E=3
  R1727: concat(34,87) = 3487 -> G=8,H=7,F=4,E=3
  R1728: concat(34,89) = 3489 -> G=8,H=9,F=4,E=3
  R1729: concat(34,90) = 3490 -> G=9,H=0,F=4,E=3
  R1730: concat(34,91) = 3491 -> G=9,H=1,F=4,E=3
  R1731: concat(34,92) = 3492 -> G=9,H=2,F=4,E=3
  R1732: concat(34,95) = 3495 -> G=9,H=5,F=4,E=3
  R1733: concat(34,96) = 3496 -> G=9,H=6,F=4,E=3
  R1734: concat(34,97) = 3497 -> G=9,H=7,F=4,E=3
  R1735: concat(34,98) = 3498 -> G=9,H=8,F=4,E=3
  R1736: concat(35,01) = 3501 -> G=0,H=1,F=5,E=3
  R1737: concat(35,02) = 3502 -> G=0,H=2,F=5,E=3
  R1738: concat(35,04) = 3504 -> G=0,H=4,F=5,E=3
  R1739: concat(35,06) = 3506 -> G=0,H=6,F=5,E=3
  R1740: concat(35,07) = 3507 -> G=0,H=7,F=5,E=3
  R1741: concat(35,08) = 3508 -> G=0,H=8,F=5,E=3
  R1742: concat(35,09) = 3509 -> G=0,H=9,F=5,E=3
  R1743: concat(35,10) = 3510 -> G=1,H=0,F=5,E=3
  R1744: concat(35,12) = 3512 -> G=1,H=2,F=5,E=3
  R1745: concat(35,14) = 3514 -> G=1,H=4,F=5,E=3
  R1746: concat(35,16) = 3516 -> G=1,H=6,F=5,E=3
  R1747: concat(35,17) = 3517 -> G=1,H=7,F=5,E=3
  R1748: concat(35,18) = 3518 -> G=1,H=8,F=5,E=3
  R1749: concat(35,19) = 3519 -> G=1,H=9,F=5,E=3
  R1750: concat(35,20) = 3520 -> G=2,H=0,F=5,E=3
  R1751: concat(35,21) = 3521 -> G=2,H=1,F=5,E=3
  R1752: concat(35,24) = 3524 -> G=2,H=4,F=5,E=3
  R1753: concat(35,26) = 3526 -> G=2,H=6,F=5,E=3
  R1754: concat(35,27) = 3527 -> G=2,H=7,F=5,E=3
  R1755: concat(35,28) = 3528 -> G=2,H=8,F=5,E=3
  R1756: concat(35,29) = 3529 -> G=2,H=9,F=5,E=3
  R1757: concat(35,40) = 3540 -> G=4,H=0,F=5,E=3
  R1758: concat(35,41) = 3541 -> G=4,H=1,F=5,E=3
  R1759: concat(35,42) = 3542 -> G=4,H=2,F=5,E=3
  R1760: concat(35,46) = 3546 -> G=4,H=6,F=5,E=3
  R1761: concat(35,47) = 3547 -> G=4,H=7,F=5,E=3
  R1762: concat(35,48) = 3548 -> G=4,H=8,F=5,E=3
  R1763: concat(35,49) = 3549 -> G=4,H=9,F=5,E=3
  R1764: concat(35,60) = 3560 -> G=6,H=0,F=5,E=3
  R1765: concat(35,61) = 3561 -> G=6,H=1,F=5,E=3
  R1766: concat(35,62) = 3562 -> G=6,H=2,F=5,E=3
  R1767: concat(35,64) = 3564 -> G=6,H=4,F=5,E=3
  R1768: concat(35,67) = 3567 -> G=6,H=7,F=5,E=3
  R1769: concat(35,68) = 3568 -> G=6,H=8,F=5,E=3
  R1770: concat(35,69) = 3569 -> G=6,H=9,F=5,E=3
  R1771: concat(35,70) = 3570 -> G=7,H=0,F=5,E=3
  R1772: concat(35,71) = 3571 -> G=7,H=1,F=5,E=3
  R1773: concat(35,72) = 3572 -> G=7,H=2,F=5,E=3
  R1774: concat(35,74) = 3574 -> G=7,H=4,F=5,E=3
  R1775: concat(35,76) = 3576 -> G=7,H=6,F=5,E=3
  R1776: concat(35,78) = 3578 -> G=7,H=8,F=5,E=3
  R1777: concat(35,79) = 3579 -> G=7,H=9,F=5,E=3
  R1778: concat(35,80) = 3580 -> G=8,H=0,F=5,E=3
  R1779: concat(35,81) = 3581 -> G=8,H=1,F=5,E=3
  R1780: concat(35,82) = 3582 -> G=8,H=2,F=5,E=3
  R1781: concat(35,84) = 3584 -> G=8,H=4,F=5,E=3
  R1782: concat(35,86) = 3586 -> G=8,H=6,F=5,E=3
  R1783: concat(35,87) = 3587 -> G=8,H=7,F=5,E=3
  R1784: concat(35,89) = 3589 -> G=8,H=9,F=5,E=3
  R1785: concat(35,90) = 3590 -> G=9,H=0,F=5,E=3
  R1786: concat(35,91) = 3591 -> G=9,H=1,F=5,E=3
  R1787: concat(35,92) = 3592 -> G=9,H=2,F=5,E=3
  R1788: concat(35,94) = 3594 -> G=9,H=4,F=5,E=3
  R1789: concat(35,96) = 3596 -> G=9,H=6,F=5,E=3
  R1790: concat(35,97) = 3597 -> G=9,H=7,F=5,E=3
  R1791: concat(35,98) = 3598 -> G=9,H=8,F=5,E=3
  R1792: concat(36,01) = 3601 -> G=0,H=1,F=6,E=3
  R1793: concat(36,02) = 3602 -> G=0,H=2,F=6,E=3
  R1794: concat(36,04) = 3604 -> G=0,H=4,F=6,E=3
  R1795: concat(36,05) = 3605 -> G=0,H=5,F=6,E=3
  R1796: concat(36,07) = 3607 -> G=0,H=7,F=6,E=3
  R1797: concat(36,08) = 3608 -> G=0,H=8,F=6,E=3
  R1798: concat(36,09) = 3609 -> G=0,H=9,F=6,E=3
  R1799: concat(36,10) = 3610 -> G=1,H=0,F=6,E=3
  R1800: concat(36,12) = 3612 -> G=1,H=2,F=6,E=3
  R1801: concat(36,14) = 3614 -> G=1,H=4,F=6,E=3
  R1802: concat(36,15) = 3615 -> G=1,H=5,F=6,E=3
  R1803: concat(36,17) = 3617 -> G=1,H=7,F=6,E=3
  R1804: concat(36,18) = 3618 -> G=1,H=8,F=6,E=3
  R1805: concat(36,19) = 3619 -> G=1,H=9,F=6,E=3
  R1806: concat(36,20) = 3620 -> G=2,H=0,F=6,E=3
  R1807: concat(36,21) = 3621 -> G=2,H=1,F=6,E=3
  R1808: concat(36,24) = 3624 -> G=2,H=4,F=6,E=3
  R1809: concat(36,25) = 3625 -> G=2,H=5,F=6,E=3
  R1810: concat(36,27) = 3627 -> G=2,H=7,F=6,E=3
  R1811: concat(36,28) = 3628 -> G=2,H=8,F=6,E=3
  R1812: concat(36,29) = 3629 -> G=2,H=9,F=6,E=3
  R1813: concat(36,40) = 3640 -> G=4,H=0,F=6,E=3
  R1814: concat(36,41) = 3641 -> G=4,H=1,F=6,E=3
  R1815: concat(36,42) = 3642 -> G=4,H=2,F=6,E=3
  R1816: concat(36,45) = 3645 -> G=4,H=5,F=6,E=3
  R1817: concat(36,47) = 3647 -> G=4,H=7,F=6,E=3
  R1818: concat(36,48) = 3648 -> G=4,H=8,F=6,E=3
  R1819: concat(36,49) = 3649 -> G=4,H=9,F=6,E=3
  R1820: concat(36,50) = 3650 -> G=5,H=0,F=6,E=3
  R1821: concat(36,51) = 3651 -> G=5,H=1,F=6,E=3
  R1822: concat(36,52) = 3652 -> G=5,H=2,F=6,E=3
  R1823: concat(36,54) = 3654 -> G=5,H=4,F=6,E=3
  R1824: concat(36,57) = 3657 -> G=5,H=7,F=6,E=3
  R1825: concat(36,58) = 3658 -> G=5,H=8,F=6,E=3
  R1826: concat(36,59) = 3659 -> G=5,H=9,F=6,E=3
  R1827: concat(36,70) = 3670 -> G=7,H=0,F=6,E=3
  R1828: concat(36,71) = 3671 -> G=7,H=1,F=6,E=3
  R1829: concat(36,72) = 3672 -> G=7,H=2,F=6,E=3
  R1830: concat(36,74) = 3674 -> G=7,H=4,F=6,E=3
  R1831: concat(36,75) = 3675 -> G=7,H=5,F=6,E=3
  R1832: concat(36,78) = 3678 -> G=7,H=8,F=6,E=3
  R1833: concat(36,79) = 3679 -> G=7,H=9,F=6,E=3
  R1834: concat(36,80) = 3680 -> G=8,H=0,F=6,E=3
  R1835: concat(36,81) = 3681 -> G=8,H=1,F=6,E=3
  R1836: concat(36,82) = 3682 -> G=8,H=2,F=6,E=3
  R1837: concat(36,84) = 3684 -> G=8,H=4,F=6,E=3
  R1838: concat(36,85) = 3685 -> G=8,H=5,F=6,E=3
  R1839: concat(36,87) = 3687 -> G=8,H=7,F=6,E=3
  R1840: concat(36,89) = 3689 -> G=8,H=9,F=6,E=3
  R1841: concat(36,90) = 3690 -> G=9,H=0,F=6,E=3
  R1842: concat(36,91) = 3691 -> G=9,H=1,F=6,E=3
  R1843: concat(36,92) = 3692 -> G=9,H=2,F=6,E=3
  R1844: concat(36,94) = 3694 -> G=9,H=4,F=6,E=3
  R1845: concat(36,95) = 3695 -> G=9,H=5,F=6,E=3
  R1846: concat(36,97) = 3697 -> G=9,H=7,F=6,E=3
  R1847: concat(36,98) = 3698 -> G=9,H=8,F=6,E=3
  R1848: concat(37,01) = 3701 -> G=0,H=1,F=7,E=3
  R1849: concat(37,02) = 3702 -> G=0,H=2,F=7,E=3
  R1850: concat(37,04) = 3704 -> G=0,H=4,F=7,E=3
  R1851: concat(37,05) = 3705 -> G=0,H=5,F=7,E=3
  R1852: concat(37,06) = 3706 -> G=0,H=6,F=7,E=3
  R1853: concat(37,08) = 3708 -> G=0,H=8,F=7,E=3
  R1854: concat(37,09) = 3709 -> G=0,H=9,F=7,E=3
  R1855: concat(37,10) = 3710 -> G=1,H=0,F=7,E=3
  R1856: concat(37,12) = 3712 -> G=1,H=2,F=7,E=3
  R1857: concat(37,14) = 3714 -> G=1,H=4,F=7,E=3
  R1858: concat(37,15) = 3715 -> G=1,H=5,F=7,E=3
  R1859: concat(37,16) = 3716 -> G=1,H=6,F=7,E=3
  R1860: concat(37,18) = 3718 -> G=1,H=8,F=7,E=3
  R1861: concat(37,19) = 3719 -> G=1,H=9,F=7,E=3
  R1862: concat(37,20) = 3720 -> G=2,H=0,F=7,E=3
  R1863: concat(37,21) = 3721 -> G=2,H=1,F=7,E=3
  R1864: concat(37,24) = 3724 -> G=2,H=4,F=7,E=3
  R1865: concat(37,25) = 3725 -> G=2,H=5,F=7,E=3
  R1866: concat(37,26) = 3726 -> G=2,H=6,F=7,E=3
  R1867: concat(37,28) = 3728 -> G=2,H=8,F=7,E=3
  R1868: concat(37,29) = 3729 -> G=2,H=9,F=7,E=3
  R1869: concat(37,40) = 3740 -> G=4,H=0,F=7,E=3
  R1870: concat(37,41) = 3741 -> G=4,H=1,F=7,E=3
  R1871: concat(37,42) = 3742 -> G=4,H=2,F=7,E=3
  R1872: concat(37,45) = 3745 -> G=4,H=5,F=7,E=3
  R1873: concat(37,46) = 3746 -> G=4,H=6,F=7,E=3
  R1874: concat(37,48) = 3748 -> G=4,H=8,F=7,E=3
  R1875: concat(37,49) = 3749 -> G=4,H=9,F=7,E=3
  R1876: concat(37,50) = 3750 -> G=5,H=0,F=7,E=3
  R1877: concat(37,51) = 3751 -> G=5,H=1,F=7,E=3
  R1878: concat(37,52) = 3752 -> G=5,H=2,F=7,E=3
  R1879: concat(37,54) = 3754 -> G=5,H=4,F=7,E=3
  R1880: concat(37,56) = 3756 -> G=5,H=6,F=7,E=3
  R1881: concat(37,58) = 3758 -> G=5,H=8,F=7,E=3
  R1882: concat(37,59) = 3759 -> G=5,H=9,F=7,E=3
  R1883: concat(37,60) = 3760 -> G=6,H=0,F=7,E=3
  R1884: concat(37,61) = 3761 -> G=6,H=1,F=7,E=3
  R1885: concat(37,62) = 3762 -> G=6,H=2,F=7,E=3
  R1886: concat(37,64) = 3764 -> G=6,H=4,F=7,E=3
  R1887: concat(37,65) = 3765 -> G=6,H=5,F=7,E=3
  R1888: concat(37,68) = 3768 -> G=6,H=8,F=7,E=3
  R1889: concat(37,69) = 3769 -> G=6,H=9,F=7,E=3
  R1890: concat(37,80) = 3780 -> G=8,H=0,F=7,E=3
  R1891: concat(37,81) = 3781 -> G=8,H=1,F=7,E=3
  R1892: concat(37,82) = 3782 -> G=8,H=2,F=7,E=3
  R1893: concat(37,84) = 3784 -> G=8,H=4,F=7,E=3
  R1894: concat(37,85) = 3785 -> G=8,H=5,F=7,E=3
  R1895: concat(37,86) = 3786 -> G=8,H=6,F=7,E=3
  R1896: concat(37,89) = 3789 -> G=8,H=9,F=7,E=3
  R1897: concat(37,90) = 3790 -> G=9,H=0,F=7,E=3
  R1898: concat(37,91) = 3791 -> G=9,H=1,F=7,E=3
  R1899: concat(37,92) = 3792 -> G=9,H=2,F=7,E=3
  R1900: concat(37,94) = 3794 -> G=9,H=4,F=7,E=3
  R1901: concat(37,95) = 3795 -> G=9,H=5,F=7,E=3
  R1902: concat(37,96) = 3796 -> G=9,H=6,F=7,E=3
  R1903: concat(37,98) = 3798 -> G=9,H=8,F=7,E=3
  R1904: concat(38,01) = 3801 -> G=0,H=1,F=8,E=3
  R1905: concat(38,02) = 3802 -> G=0,H=2,F=8,E=3
  R1906: concat(38,04) = 3804 -> G=0,H=4,F=8,E=3
  R1907: concat(38,05) = 3805 -> G=0,H=5,F=8,E=3
  R1908: concat(38,06) = 3806 -> G=0,H=6,F=8,E=3
  R1909: concat(38,07) = 3807 -> G=0,H=7,F=8,E=3
  R1910: concat(38,09) = 3809 -> G=0,H=9,F=8,E=3
  R1911: concat(38,10) = 3810 -> G=1,H=0,F=8,E=3
  R1912: concat(38,12) = 3812 -> G=1,H=2,F=8,E=3
  R1913: concat(38,14) = 3814 -> G=1,H=4,F=8,E=3
  R1914: concat(38,15) = 3815 -> G=1,H=5,F=8,E=3
  R1915: concat(38,16) = 3816 -> G=1,H=6,F=8,E=3
  R1916: concat(38,17) = 3817 -> G=1,H=7,F=8,E=3
  R1917: concat(38,19) = 3819 -> G=1,H=9,F=8,E=3
  R1918: concat(38,20) = 3820 -> G=2,H=0,F=8,E=3
  R1919: concat(38,21) = 3821 -> G=2,H=1,F=8,E=3
  R1920: concat(38,24) = 3824 -> G=2,H=4,F=8,E=3
  R1921: concat(38,25) = 3825 -> G=2,H=5,F=8,E=3
  R1922: concat(38,26) = 3826 -> G=2,H=6,F=8,E=3
  R1923: concat(38,27) = 3827 -> G=2,H=7,F=8,E=3
  R1924: concat(38,29) = 3829 -> G=2,H=9,F=8,E=3
  R1925: concat(38,40) = 3840 -> G=4,H=0,F=8,E=3
  R1926: concat(38,41) = 3841 -> G=4,H=1,F=8,E=3
  R1927: concat(38,42) = 3842 -> G=4,H=2,F=8,E=3
  R1928: concat(38,45) = 3845 -> G=4,H=5,F=8,E=3
  R1929: concat(38,46) = 3846 -> G=4,H=6,F=8,E=3
  R1930: concat(38,47) = 3847 -> G=4,H=7,F=8,E=3
  R1931: concat(38,49) = 3849 -> G=4,H=9,F=8,E=3
  R1932: concat(38,50) = 3850 -> G=5,H=0,F=8,E=3
  R1933: concat(38,51) = 3851 -> G=5,H=1,F=8,E=3
  R1934: concat(38,52) = 3852 -> G=5,H=2,F=8,E=3
  R1935: concat(38,54) = 3854 -> G=5,H=4,F=8,E=3
  R1936: concat(38,56) = 3856 -> G=5,H=6,F=8,E=3
  R1937: concat(38,57) = 3857 -> G=5,H=7,F=8,E=3
  R1938: concat(38,59) = 3859 -> G=5,H=9,F=8,E=3
  R1939: concat(38,60) = 3860 -> G=6,H=0,F=8,E=3
  R1940: concat(38,61) = 3861 -> G=6,H=1,F=8,E=3
  R1941: concat(38,62) = 3862 -> G=6,H=2,F=8,E=3
  R1942: concat(38,64) = 3864 -> G=6,H=4,F=8,E=3
  R1943: concat(38,65) = 3865 -> G=6,H=5,F=8,E=3
  R1944: concat(38,67) = 3867 -> G=6,H=7,F=8,E=3
  R1945: concat(38,69) = 3869 -> G=6,H=9,F=8,E=3
  R1946: concat(38,70) = 3870 -> G=7,H=0,F=8,E=3
  R1947: concat(38,71) = 3871 -> G=7,H=1,F=8,E=3
  R1948: concat(38,72) = 3872 -> G=7,H=2,F=8,E=3
  R1949: concat(38,74) = 3874 -> G=7,H=4,F=8,E=3
  R1950: concat(38,75) = 3875 -> G=7,H=5,F=8,E=3
  R1951: concat(38,76) = 3876 -> G=7,H=6,F=8,E=3
  R1952: concat(38,79) = 3879 -> G=7,H=9,F=8,E=3
  R1953: concat(38,90) = 3890 -> G=9,H=0,F=8,E=3
  R1954: concat(38,91) = 3891 -> G=9,H=1,F=8,E=3
  R1955: concat(38,92) = 3892 -> G=9,H=2,F=8,E=3
  R1956: concat(38,94) = 3894 -> G=9,H=4,F=8,E=3
  R1957: concat(38,95) = 3895 -> G=9,H=5,F=8,E=3
  R1958: concat(38,96) = 3896 -> G=9,H=6,F=8,E=3
  R1959: concat(38,97) = 3897 -> G=9,H=7,F=8,E=3
  R1960: concat(39,01) = 3901 -> G=0,H=1,F=9,E=3
  R1961: concat(39,02) = 3902 -> G=0,H=2,F=9,E=3
  R1962: concat(39,04) = 3904 -> G=0,H=4,F=9,E=3
  R1963: concat(39,05) = 3905 -> G=0,H=5,F=9,E=3
  R1964: concat(39,06) = 3906 -> G=0,H=6,F=9,E=3
  R1965: concat(39,07) = 3907 -> G=0,H=7,F=9,E=3
  R1966: concat(39,08) = 3908 -> G=0,H=8,F=9,E=3
  R1967: concat(39,10) = 3910 -> G=1,H=0,F=9,E=3
  R1968: concat(39,12) = 3912 -> G=1,H=2,F=9,E=3
  R1969: concat(39,14) = 3914 -> G=1,H=4,F=9,E=3
  R1970: concat(39,15) = 3915 -> G=1,H=5,F=9,E=3
  R1971: concat(39,16) = 3916 -> G=1,H=6,F=9,E=3
  R1972: concat(39,17) = 3917 -> G=1,H=7,F=9,E=3
  R1973: concat(39,18) = 3918 -> G=1,H=8,F=9,E=3
  R1974: concat(39,20) = 3920 -> G=2,H=0,F=9,E=3
  R1975: concat(39,21) = 3921 -> G=2,H=1,F=9,E=3
  R1976: concat(39,24) = 3924 -> G=2,H=4,F=9,E=3
  R1977: concat(39,25) = 3925 -> G=2,H=5,F=9,E=3
  R1978: concat(39,26) = 3926 -> G=2,H=6,F=9,E=3
  R1979: concat(39,27) = 3927 -> G=2,H=7,F=9,E=3
  R1980: concat(39,28) = 3928 -> G=2,H=8,F=9,E=3
  R1981: concat(39,40) = 3940 -> G=4,H=0,F=9,E=3
  R1982: concat(39,41) = 3941 -> G=4,H=1,F=9,E=3
  R1983: concat(39,42) = 3942 -> G=4,H=2,F=9,E=3
  R1984: concat(39,45) = 3945 -> G=4,H=5,F=9,E=3
  R1985: concat(39,46) = 3946 -> G=4,H=6,F=9,E=3
  R1986: concat(39,47) = 3947 -> G=4,H=7,F=9,E=3
  R1987: concat(39,48) = 3948 -> G=4,H=8,F=9,E=3
  R1988: concat(39,50) = 3950 -> G=5,H=0,F=9,E=3
  R1989: concat(39,51) = 3951 -> G=5,H=1,F=9,E=3
  R1990: concat(39,52) = 3952 -> G=5,H=2,F=9,E=3
  R1991: concat(39,54) = 3954 -> G=5,H=4,F=9,E=3
  R1992: concat(39,56) = 3956 -> G=5,H=6,F=9,E=3
  R1993: concat(39,57) = 3957 -> G=5,H=7,F=9,E=3
  R1994: concat(39,58) = 3958 -> G=5,H=8,F=9,E=3
  R1995: concat(39,60) = 3960 -> G=6,H=0,F=9,E=3
